"fr_DZA_elwata_int" "2017-07-30 13:00:00" "Téhéran déterminé à poursuivre son programme balistique" " 
	Sous le titre «Troubles au paradis», l’enquête du Guardian a souligné que le projet de couvrir la plage rocheuse avec 70 000 tonnes de sable a été réalisé «au mépris du droit international et au détriment de la dernière colonie africaine, le territoire occupé du Sahara occidental ». Il est relevé que les autorités espagnoles ont lancé une enquête sur la question et que les experts en droits de l’homme affirment que «si le sable qui couvre la plage de Gran Canaria provenait de l’Etat occupé, ce serait une violation des résolutions du Conseil de sécurité de l’ONU et la décision de la Cour internationale de justice (CIJ)». The Guardian précise que la CIJ affirme clairement que les ressources naturelles d’un territoire occupé ne peuvent être exploitées par l’occupant, à moins qu’elles profitent à la population locale. Il rappelle aussi l’arrêt de décembre dernier de la Cour de justice de l’Union européenne (CJUE), qualifié d’«historique», stipulant que le commerce des produits agricoles et de la pêche originaires du Sahara occidental, territoire indépendant du Maroc, est illégal.
	Le chef du service de protection de l’environnement de la Garde civile espagnole à Las Palmas a déclaré au Guardian qu’il a intercepté un navire néerlandais géré par la compagnie maritime Eemswerken qui délivrait du sable provenant du Sahara occidental. «Le sable a été amené illégalement, il a été déchargé sans aucun contrôle», a-t-il déclaré au quotidien britannique.
	
	Une tradition

	Le site web de Eemswerken a annoncé en mai dernier, qu’un navire a transporté «100 000 tonnes de sable d’El Ayoun à Las Palmas». El Ayoun est la capitale du Sahara occidental occupé par le Maroc, relève l’enquête. Le journal souligne également que le Maroc «a un contrôle strict sur le Sahara occidental occupé, ce qui rend impossible aux journalistes d’enquêter sur la source précise du sable exporté d’El Ayoun». Le journaliste, qui a réalisé l’enquête, s’est déplacé au Sahara occidental occupé en avril dernier, «ses mouvements ont été surveillés de près par la police marocaine et il a été fréquemment empêché de se déplacer», précise le journal.

	Le texte ajoute qu’un spécialiste en géologie des îles Canaries, le professeur Valentin R Troll de l’université suédoise d’Uppsala, a confirmé que l’échantillon de sable pris du Sahara occidental et le sable de Tauro et des autres plages artificielles des îles Canaries étaient «extrêmement similaires». L’enquête précise que l’analyse n’est pas une preuve irréfutable, car le sable du Maroc pourrait avoir une structure minérale similaire, mais elle précise que des sources locales affirment que le sable est extrait d’El Ayoun. Par ailleurs, l’enquête souligne qu’«il existe des preuves» que du sable provenant du territoire occupé est utilisé également dans la construction aux îles Canaries. Cité par le Guardian, le Norvégien, Erik Hagen, membre actif de la direction de l’Observatoire des ressources du Sahara occidental (WSRW), a déclaré qu’«en l’absence d’un contrôle et de conséquences juridiques contre la transgression du droit international, les entreprises concernées estiment qu’elles peuvent faire tout ce qu’elles veulent».

	Un représentant du Front Polisario a déclaré au Guardian, qu’aucun consentement du peuple sahraoui ni de ses représentants n’a été accordé à l’occupant marocain pour inclure les ressources naturelles sahraouies dans ses accords commerciaux avec l’Europe. Il est souligné que le Maroc exporte l’équivalent d’environ trois millions de dollars par an de sable, dont 70% pour l’Espagne.
	Par ailleurs, le conseil municipal de la grande Canarie, à sa tête les groupes politiques de Nouvelles Canaries et du Parti socialiste (PSOE), a rejeté, au cours de sa séance plénière tenue vendredi, la décision du Maroc de délimiter sa frontière maritime devant les îles Canaries en intégrant les eaux du Sahara occidental, a indiqué le responsable de la solidarité internationale, Carmelo Ramirez. Cette décision «affecte sérieusement les îles Canaries par la proximité du Sahara occidental, situé à 100 kilomètres environ, avec les conséquences qu’elle peut avoir sur l’économie et la stabilité du territoire des îles», a déclaré C. Ramirez. Le conseiller a également fait référence à l’existence probable d’hydrocarbures et de minéraux rares, comme le tellure, dans les eaux situées entre le Sahara occidental et les îles Canaries, «ce qui suscite l’intérêt chez le Maroc», a-t-il souligné.

	Le gouvernement du Maroc enfreint gravement le droit international, puisque les eaux territoriales du Sahara occidental ne relèvent pas de sa souveraineté, car il est considéré comme un territoire non autonome occupé illégalement par le Maroc. Dans sa motion, le conseil de grande Canarie souligne que la décision marocaine viole plusieurs résolutions, telles que la 1514 de l’ONU qui reconnaît le droit à l’autodétermination du peuple sahraoui ainsi que plusieurs autres résolutions du Conseil de sécurité de l’ONU qui vont dans le même sens que la résolution 1514. «Ces violations répétées du droit international, a expliqué Ramirez, exigent une réponse de l’ONU et l’Union européenne, qui doivent forcer le gouvernement marocain à être respectueux des règles.»
	  "
"fr_DZA_elwata_int" "2017-07-29 13:00:00" "Les Palestiniens font plier Netanyahou" " 
	Depuis le 14 juillet, jour de l’installation des portiques électroniques, aucune prière n’a eu lieu dans la mosquée Al Aqsa. 
	Le fait marquant de cette fin de semaine en Palestine occupée est la défaite des autorités israéliennes à imposer leur contrôle sur l’Esplanade des Mosquées. Profitant d’une attaque armée exécutée par 3 Arabes israéliens au cours de laquelle 2 soldats israéliens ont été tués et plusieurs autres blessés dans le secteur de l’Esplanade des Mosquées, les autorités israéliennes avaient décidé, il y a deux semaines, de placer des portiques électroniques avec des détecteurs de métaux à l’entrée de la mosquée Al Aqsa. La mesure a été énergiquement dénoncée par les Maqdessis ainsi que par les autorités religieuses palestiniennes qui ont formellement refusé de se soumettre au diktat de l’occupant israélien.

	Depuis le 14 juillet, jour de l’installation de ces portiques électroniques, aucune prière n’a eu lieu dans la mosquée Al Aqsa. Les Palestiniens ont choisi de faire leurs 5 prières dans les rues et les places proches de l’Esplanade des Mosquées. Les soldats de l’occupation, dont le nombre a été renforcé dans la ville d’El Qods, ont tenté d’empêcher ces prières. Mais ils n’y sont pas parvenus. Ils ont agressé à maintes reprises les fidèles palestiniens, ce qui a entraîné des heurts violents entre les deux parties. De jour en jour, le nombre des fidèles augmentait et la répression devenait de plus en plus forte.

	Les événements les plus sanglants ont eu lieu vendredi 21 juillet : 4 Palestiniens ont été lâchement tués et plus de 400 autres blessés dans la ville d’El Qods et le reste de la Palestine occupée. Le sang qui a coulé n’a fait que durcir la position des Palestiniens qui ont continué à faire leurs prières dans le secteur de l’Esplanade des Mosquées.

	Redoutant le déclenchement d’une troisième Intifadha, encouragée par la direction palestinienne, Tel-Aviv a finalement reculé. Benyamin Netanyahu a ordonné mercredi de retirer les portiques électroniques pour les remplacer par des caméras. Mesure également rejetée par la population maqdessie, les autorités religieuses et la direction palestinienne. Comme au début, les fidèles ont refusé de faire leurs prières dans la mosquée Al Aqsa. Ayant perdu tout espoir de calmer la situation, qui était de plus en plus explosive, les autorités israéliennes ont fini également par retirer leurs caméras.

	La joie était indescriptible dans la ville sainte et dans le reste de la Palestine occupée. Par leur seule résistance pacifique et au prix de martyrs, de blessés et de centaines d’arrestations, les Maqdessis, et derrière eux l’ensemble du peuple palestinien, ont gagné la bataille d’El Qods, où rien ne peut se faire sans eux. La prière pouvait, enfin, s’accomplir dans la mosquée Al Aqsa. Jeudi matin, le président palestinien, Mahmoud Abbas, a annoncé en personne que les prières pouvaient reprendre dans la mosquée Al Aqsa et salué «la résistance héroïque des Maqdessis, musulmans et chrétiens, face aux mesures israéliennes dans et autour de l’Esplanade des Mosquées».

	Il a soutenu le combat des Maqdessis en les incitant à plus de résistance pacifique, en refusant de recevoir l’envoyé du président américain, Donald Trump, et en gelant tout contact avec le gouvernement israélien. Le même jour, des dizaines de milliers de citoyens joyeux et fiers ont fait la prière d’el asr dans la mosquée Al Aqsa et sur l’Esplanade des Mosquées.

	Pour ne pas perdre la face, le gouvernement israélien a tenté de gâcher la joie des fidèles en les attaquant avec des bombes lacrymogènes et des balles en caoutchouc. 120 citoyens, dont des femmes, des enfants et des secouristes, ont été blessés. Durant la nuit de jeudi à vendredi, les soldats israéliens ont chargé de nouveaux les citoyens restés sur l’Esplanade des Mosquées.

	Ils ont arrêté plus d’une centaine d’entre eux, dont deux gardiens de la mosquée Al Aqsa. Hier, vendredi, la tension était toujours grande dans la ville sainte d’El Qods qui grouillait de soldats israéliens. Les autorités israéliennes ont décidé d’interdire l’accès à l’Esplanade des Mosquées aux fidèles de moins de 50 ans.

	Les fidèles se sont dispersés dans le calme après la prière du vendredi, mais des heurts ont été signalés un peu partout en Cisjordanie occupée. Un Palestinien a été assassiné par des soldats israéliens et des dizaines d’autres ont été blessés  par balles réelles ou en caoutchouc. Les événements d’El Qods prouvent une nouvelle fois que les Palestiniens ne sont pas démunis. La résistance pacifique peut représenter une arme redoutable contre le colonialisme israélien. "
"fr_DZA_elwata_int" "2017-07-29 13:00:00" "Le Venezuela dans l’œil du cyclone" " 
	Le président vénézuélien a encore tenté cette semaine, mais sans succès, de désamorcer la crise en proposant un dialogue à ses adversaires avant l’élection de demain. 
	Le Venezuela a vécu hier une autre journée d’émeutes, l’opposition réunie autour de la Table pour l’unité démocratique (MUD) ayant appelé à manifester sans discontinuer jusqu’à demain, jour de l’élection d’une Assemblée constituante contestée. Les membres de la MUD, soutenus depuis peu par certaines figures du chavisme, voient dans ce projet un moyen pour le président vénézuélien, Nicolas Maduro, de se cramponner au pouvoir et de contourner le Parlement élu. Le président vénézuélien a, pour sa part, encore tenté cette semaine, mais sans succès, de désamorcer la crise en proposant un dialogue à ses adversaires avant l’élection.

	Estimant le mode de désignation des candidats à la Constituante verrouillé et le type de scrutin trop favorable au chavisme, les antichavistes ont choisi de boycotter le processus électoral. Ils réclament le départ de M. Maduro, dont le mandat s’achève en janvier 2019. Ce dernier a toutefois réaffirmé sa détermination de mener à bien son projet d’Assemblée constituante et de modification de la Constitution.

	Plus de 3 mois d’affrontements

	Depuis la décision prise par la Cour suprême dans la nuit du 29 au 30 mars de s’octroyer les pouvoirs de l’Assemblée nationale élue fin 2015 – majoritairement antichaviste pour la première fois en 17 ans –, l’opposition appelle à l’organisation d’une élection présidentielle anticipée, avant la date prévue par le calendrier officiel en décembre 2018.

	Le «niet» catégorique opposé par Maduro à la demande de la MUD a mis le feu aux poudres. Les trois mois et demi d’affrontements entre les partisans de Nicolas Maduro et ses opposants ont littéralement divisé le pays. Les violences ont fait plus d’une centaine de morts et plusieurs milliers de blessés.

	Mais la crise ne date pas d’aujourd’hui. Premier exportateur de pétrole d’Amérique latine, le Venezuela est en réalité en proie à une grave crise économique et politique qui a commencé sous le défunt président Hugo Chavez et se poursuit sous son successeur Nicolas Maduro. Ce pays de 31 millions d’habitants est en effet, avec l’Equateur, l’un des deux membres latino-américains de l’Opep.

	En 2016, il produisait 2,37 millions de barils par jour, selon des chiffres officiels cités par l’Opep (2,16 mbj selon le marché), mais sa production, qui est globalement achetée par les Etats-Unis, a diminué pour atteindre 2,16 mbj en juin 2017 (1,94 mbj selon le marché). Il abrite 302,25 milliards de barils de réserves prouvées, les premières au monde devant l’Arabie Saoudite.

	Comment se fait-il qu’avec autant d’atouts, le pays n’est pas loin de toucher le fond ? Les spécialistes imputent d’abord la situation à «l’échec d’Hugo Chavez puis de Nicolas Maduro de juguler une inflation vertigineuse, et à sortir le pays de sa dépendance aux pétrodollars, qui représentent 96% de ses revenus». Ils insistent également sur le fait que «le contrôle des prix et des changes a limité la rentabilité des entreprises et ralenti les importations».

	Et l’effondrement des cours du brut depuis 2014 n’a fait qu’aggraver la situation. Le Venezuela souffre depuis d’un manque alarmant de devises qui l’a plongé dans une crise aiguë, mêlant pénuries alimentaires et de médicaments, inflation et récession. Selon le FMI, la hausse des prix devrait atteindre cette année 720%, la plus élevée au monde.

	Un PIB en chute libre

	Ce n’est pas tout. Le PIB a chuté de 11,3% en 2016, selon des estimations officieuses. La Banque mondiale prévoit une contraction de 7% cette année. L’agence financière Standard and Poor’s met, quant à elle, en garde contre une possible incapacité du pays à honorer sa dette dans six mois. Un tiers de la population était en 2015 sous le seuil de pauvreté, cheval de bataille de la «révolution bolivarienne», contre près de la moitié en 1998, selon la Banque mondiale.

	Le Venezuela souffre aussi d’une violence endémique, avec un taux d’homicides parmi les plus élevés au monde (70,1 pour 100 000 habitants en 2016). De son côté, Nicolas Maduro met en avant l’argument de la «guerre économique» que livrent les «impérialistes» au Venezuela pour expliquer l’opposition qu’il rencontre depuis son arrivée au pouvoir.

	Face à la crise politique et humanitaire, les tentatives de médiation du Mexique, de la Colombie, du Mercosur – Argentine, Brésil, Uruguay et Paraguay –, ou encore les appels lancés depuis le Parlement européen sont restés lettre morte. L’Organisation des Etats américains (OEA), médiatrice lors de précédents conflits sous la présidence de Chavez, n’a eu que peu d’influence sur la résolution de la crise. Caracas est véritablement dans l’impasse et bien malins ceux qui se targuent de savoir comment les Vénézuéliens en sortiront. "
"fr_DZA_elwata_int" "2017-07-29 13:00:00" "RSF dénonce l'expulsion de deux journalistes espagnols" " 
	L'organisation Reporters sans frontières (RSF) a condamné jeudi l'expulsion de deux journalistes espagnols qui couvraient les événements dans le Rif, mardi dernier, dénonçant «l'escalade de violations de la liberté de la presse» dans cette région du nord du Maroc. 
	«Reporters sans frontières condamne l'expulsion du Maroc des journalistes espagnols, Jose Luis Navazo et Fernando Sanz, qui ont été déposés sans explication au poste-frontière de Ceuta», enclave sous administration espagnole, le 25 juillet, indique un communiqué de l'ONG de défense de la liberté de la presse.

	Jose Luis Navazo, propriétaire du site d'information Correo Diplomatico (Courrier diplomatique) et Fernando Sanz Moreno, qui travaille habituellement à Madrid pour ce média, ont été convoqués mardi dans un commissariat de la ville-frontière de Tétouan, selon le récit de RSF. Un peu plus tard, dans la soirée, ils ont été déposés au poste-frontière sans explication.

	Le Rif est secoué par un mouvement de protestation depuis neuf mois. Au Maroc, le ministre de la Communication, Mohamed Laâraj, a déclaré au site de l'hebdomadaire Tel Quel que les deux journalistes «se sont présentés comme touristes et non comme journalistes, et ont voulu tourner des images alors qu'ils ne disposaient pas d'autorisations de tournage».

	L'expulsion est intervenue le jour de la condamnation d'un journaliste marocain, Hamid El Mahdaoui, à trois mois de prison ferme pour avoir «invité» des personnes à participer à une manifestation interdite à Al Hoceïma, l'épicentre du mouvement de contestation qui secoue le nord du Maroc, où les deux Espagnols se sont aussi rendus. Fin mai, les autorités avaient aussi expulsé un journaliste algérien du quotidien El Watan, pour avoir «effectué une couverture médiatique sans autorisation préalable des autorités concernées».

	Le Maroc, qui a reculé de deux places (133e sur 180 pays) dans le classement mondial de RSF sur la liberté de la presse, continue de «pâtir de nombreux problèmes», d'après RSF. Jose Luis Navazo est marié à une Marocaine, avec qui il a deux enfants. Il est installé à Tétouan depuis 17 ans. «Je suis connu des autorités de la région, mes informations présentent toujours toutes les versions des faits, y compris celle du gouvernement», a-t-il dit à RSF en manifestant son incompréhension et en assurant que ni lui ni son confrère n'avaient pris d'images vidéo dans la rue. RSF de son côté a manifesté sa crainte que le Rif ne devienne «un trou noir en termes d'information».
	  "
"fr_DZA_elwata_int" "2017-07-29 13:00:00" "Libye-Italie : Cacophonie entre Tripoli et Rome" " 
	Alors que le gouvernement italien vient de donner son feu vert à la marine italienne pour envoyer des navires dans les eaux territoriales libyennes, le chef du gouvernement libyen d’Union nationale, Fayez Al Sarraj, dément officiellement avoir «sollicité une telle mission» et affirme que «la souveraineté libyenne est une ligne rouge que nul ne doit franchir». 
	Le chef du gouvernement italien n’a pas hésité à commenter les déclarations d’Al Sarraj, affirmant que cette mission représenterait «une contribution significative pour le renforcement de la souveraineté de la Libye et non pas une initiative contre celle-ci». Les Italiens, déçus d’avoir été exclus de la récente rencontre de Paris entre les deux adversaires politiques libyens, Fayez Al Sarraj et Khalifa Haftar, sont-ils allés trop vite en besogne en annonçant avoir «reçu une demande de Tripoli pour envoyer des navires militaires dans les eaux libyennes afin de bloquer les flux d’immigrés» ? Il est vrai qu’après avoir été l’invité du président français, Emmanuel Macron, organisateur de la rencontre entre le chef de l’armée, Khalifa Haftar, et Al Sarraj, ce dernier avait fait une halte à Rome.

	Suite à cette visite, les responsables italiens ont fait savoir que la marine de leur pays était prête à s’engager dans les eaux libyennes avec un contingent de militaires (entre 900 à 1000 hommes), précisant que c’est le chef du gouvernement d’entente libyen lui-même, qui a sollicité une telle intervention militaire.

	Quelques heures après, un communiqué officiel, repris par les médias libyens, a infirmé, par la voix d’Al Sarraj, cette demande : «Ces informations sont infondées et visent à miner l’accord de Paris», expliquant que sa délégation a demandé uniquement que «le programme d’appui aux gardes-côtes (libyens), par la formation et l’armement de manière à leur permettre de sauver les vies des migrants et de faire face aux organisations criminelles, soit complété».

	Le ministère des Affaires étrangères libyen a, quant à lui, précisé que la coordination navale pour lutter contre les passeurs pourrait exiger «la présence de navires italiens dans le port de Tripoli uniquement dans ce but et seulement si nécessaire», selon ce que les médias officiels libyens ont rapporté jeudi soir.

	Mais les autorités italiennes persistent et signent, et indiquent le contenu d’une lettre qu’Al Sarraj aurait envoyée, les jours précédents, à son homologue italien. «C’est une opération de soutien (aux gardes-côtes libyens) et non pas contre. Nous n’avons approuvé que les requêtes qui nous ont été adressées. Ni plus ni moins», a notamment déclaré le président du Conseil italien, Paolo Gentiloni, à l’issue du Conseil des ministres tenu pour examiner la question.

	Le Parlement italien devra se prononcer, mardi prochain, sur cette mission délicate et qui a déjà déclenché des polémiques avant son commencement. L’Exécutif de Gentiloni a besoin d’une forte majorité pour faire passer cette opération et lui conférer un caractère légitime, ce qui ne devrait pas être difficile, vu que les partis politiques italiens, se faisant l’écho de l’opinion publique italienne, sont prêts à avaliser n’importe quelle opération susceptible de réduire l’intensité des débarquements de réfugiés sur les côtes italiennes.

	Rappelons qu’en 2017, selon le Haut-Commissariat pour les réfugiés des Nations unies (HCR), entre le 1er janvier et le 30 juin 2017, 83 731 réfugiés sont arrivés sur les côtes italiennes. Comment réagira le gouvernement libyen à cette mission dont les modalités et les règles n’ont pas été, vraisemblablement, concordées avec les autorités du pays nord-africain et ses voisins ?
	  "
"fr_DZA_elwata_int" "2017-07-28 13:00:00" "Encore un vendredi sous tension à Al Qods" " 
	Israël recule en retirant détecteurs de métaux et caméras sur le site de l’esplanade des Mosquées. Mais le Parlement s’apprête à adopter une loi visant à compliquer le passage sous souveraineté palestinienne de certaines zones d’Al Qods dans le cadre d’un futur accord de paix. 
	A la veille d’un nouveau vendredi de prières, le Premier ministre israélien, Benyamin Netanyahou, a reculé en retirant toutes les installations de sécurité à l’entrée de l’esplanade des Mosquées à Al Qods. Des rails et échafaudages récemment montés, où avaient été installées des caméras de surveillance, ont été retirés hier aux premières heures. Et les Palestiniens commençant à se rassembler autour du troisième lieu saint de l’islam ont célébré leur arrivée au son de sifflets et de klaxons.

