"ID"	"feed"	"time"	"text1"	"text2"	"TAG_country"	"TAG_ebola"
79563	"en_CAN_starca_int"	"2014-01-02 15:44:09"	"Former Rwandan intelligence chief found strangled in South African hotel"	"Patrick Karegeya, a former colonel and longtime Kagame ally in war who turned against him in peace, was found strangled in a room at Johannesburg’s plush Michelangelo Towers hotel."	"ZAF"	""
79621	"en_CAN_starca_int"	"2014-01-02 15:46:51"	"Ariel Sharon’s life in danger as organs suffer ‘critical malfunction’"	"Ariel Sharon’s condition had deteriorated over the past two days."	"ISR"	""
79622	"en_CAN_starca_int"	"2014-01-02 15:46:51"	"Helicopter rescues passengers stuck on icebound ship in Antarctic"	"A helicopter rescued all 52 passengers from a research ship that has been trapped in Antarctic ice since Christmas Eve."	""	""
79947	"en_CAN_starca_int"	"2014-01-02 16:46:57"	"Deadly blast hits Hezbollah area of Beirut"	"At least 20 people were also wounded in the blast that hit the Haret Hreik neighbourhood during evening rush hour."	"LBN"	""
80289	"en_CAN_starca_int"	"2014-01-02 17:47:06"	"Former Rwandan intelligence chief found dead in South African hotel"	"Patrick Karegeya, a former colonel and longtime Kagame ally in war who turned against him in peace, may have been strangled."	"RWA"	""
80289	"en_CAN_starca_int"	"2014-01-02 17:47:06"	"Former Rwandan intelligence chief found dead in South African hotel"	"Patrick Karegeya, a former colonel and longtime Kagame ally in war who turned against him in peace, may have been strangled."	"ZAF"	""
80626	"en_CAN_starca_int"	"2014-01-02 18:47:05"	"Hong Kong squirms in the shadow of China"	""	"CHN"	""
80626	"en_CAN_starca_int"	"2014-01-02 18:47:05"	"Hong Kong squirms in the shadow of China"	""	"HKG"	""
80916	"en_CAN_starca_int"	"2014-01-02 19:47:07"	"Former Pakistan leader Musharraf rushed to hospital with ‘heart problem’ while on way to court"	""	"PAK"	""
80917	"en_CAN_starca_int"	"2014-01-02 19:47:07"	"Egypt’s latest terror suspect? A puppet named Abla Fahita"	"Abla Fahita went on the air deny allegations that her lines in a recent commercial were veiled bomb threats."	"EGY"	""
80918	"en_CAN_starca_int"	"2014-01-02 19:47:07"	"Nigella Lawson has ‘eaten a lot of chocolate’ since ‘mortifying’ claims about her private life"	"The celebrity cook testified last month at the fraud trial of two former aides."	""	""
81457	"en_CAN_starca_int"	"2014-01-02 21:47:07"	"Daughter of dead Palestinian envoy rejects explanation of exploding safe"	"The mystery behind a booby-trapped safe that exploded and killed the Palestinian ambassador in Prague deepened Thursday with the diplomat’s daughter rejecting accounts given by a Palestinian official."	"PSE"	""
82121	"en_CAN_starca_int"	"2014-01-02 23:47:07"	"Foul weather on both sides of the Atlantic"	"Just two days into a new year and the weather is already dreadful."	""	""
82354	"en_CAN_starca_int"	"2014-01-03 00:44:07"	"Marijuana stores in Colorado have long lines but few problems"	"The world was watching as Colorado had 24 shops open Wednesday, most of them in Denver, legally selling marijuana for the first time."	""	""
82971	"en_CAN_starca_int"	"2014-01-03 03:42:08"	"South Sudan rebels forcibly recruiting civilians to march on capital"	"Rebels in South Sudan are forcibly recruiting civilians to march on the capital, the military said, as representatives of warring factions gather in Ethiopia for peace talks."	"SDN"	""
82971	"en_CAN_starca_int"	"2014-01-03 03:42:08"	"South Sudan rebels forcibly recruiting civilians to march on capital"	"Rebels in South Sudan are forcibly recruiting civilians to march on the capital, the military said, as representatives of warring factions gather in Ethiopia for peace talks."	"SSD"	""
86061	"en_CAN_starca_int"	"2014-01-03 14:42:06"	"Winter storm grounds thousands of flights, cancels school and shuts highways in U.S."	"U.S. airlines cancelled more than 2,300 flights Thursday because of the snowfall and low visibility."	""	""
86062	"en_CAN_starca_int"	"2014-01-03 14:42:06"	"High winds, waves and tides bring flooding to Britain, France"	"Wales, southwest England and Northern Ireland were the worst-hit regions by the storm."	"GBR"	""
86062	"en_CAN_starca_int"	"2014-01-03 14:42:06"	"High winds, waves and tides bring flooding to Britain, France"	"Wales, southwest England and Northern Ireland were the worst-hit regions by the storm."	"FRA"	""
86063	"en_CAN_starca_int"	"2014-01-03 14:42:06"	"South Sudan crisis: Preliminary talks held in Ethiopia; new refugee crisis near Bor"	"Introductory meetings were necessary to bridge the groups’ differences ahead of direct talks expected to start Saturday."	"SSD"	""
86063	"en_CAN_starca_int"	"2014-01-03 14:42:06"	"South Sudan crisis: Preliminary talks held in Ethiopia; new refugee crisis near Bor"	"Introductory meetings were necessary to bridge the groups’ differences ahead of direct talks expected to start Saturday."	"SDN"	""
86063	"en_CAN_starca_int"	"2014-01-03 14:42:06"	"South Sudan crisis: Preliminary talks held in Ethiopia; new refugee crisis near Bor"	"Introductory meetings were necessary to bridge the groups’ differences ahead of direct talks expected to start Saturday."	"ETH"	""
86657	"en_CAN_starca_int"	"2014-01-03 16:42:04"	"Cambodia garment workers’ strike turns deadly after police open fire"	"Three were killed and two others were wounded in a southern suburb of the capital when police fired AK-47 rifles after several hundred workers."	"KHM"	""
86658	"en_CAN_starca_int"	"2014-01-03 16:42:04"	"Winter storm kills 9 in U.S., grounds thousands of flights, cancels school and shuts highways"	"U.S. airlines cancelled more than 2,300 flights Thursday because of the snowfall and low visibility."	""	""
86990	"en_CAN_starca_int"	"2014-01-03 17:42:05"	"India’s PM to step aside; says Rahul Gandhi is the best successor"	"Prime Minister Manmohan Singh said that Rahul Gandhi has the best credentials to become the next head of the Congress Party and prime minister."	"IND"	""
87314	"en_CAN_starca_int"	"2014-01-03 18:42:05"	"Antarctic rescue ship may need rescuing"	"The icebreaker Aurora Australis had been slowly cracking through thick ice toward open water after a Chinese helicopter on Thursday plucked the passengers from their stranded Russian research ship."	""	""
87315	"en_CAN_starca_int"	"2014-01-03 18:42:05"	"Isaac Asimov's stunning 50-year-old take on 2014"	"Compare the science fiction author's vision with reality and tell us what you think"	""	""
87718	"en_CAN_starca_int"	"2014-01-03 19:42:06"	"Winter storm kills 11 in U.S., grounds thousands of flights, cancels school and shuts highways"	"U.S. airlines cancelled more than 2,300 flights Thursday because of the snowfall and low visibility."	""	""
88006	"en_CAN_starca_int"	"2014-01-03 20:42:07"	"Doctors Without Borders staffers in Syria taken in for ‘questioning’"	"The five staffers were taken “allegedly for questioning” from a Doctors Without Borders house in northern Syria, and have been out of contact since Thursday evening,"	"SYR"	""
88612	"en_CAN_starca_int"	"2014-01-03 22:42:06"	"Florida’s influence grows as population swells"	"The Sunshine State is approaching being home to 20 million residents."	"USA"	""
89395	"en_CAN_starca_int"	"2014-01-04 01:42:14"	"Storm around Ping Fu’s memoirs shows punch of Internet"	""	""	""
89569	"en_CAN_starca_int"	"2014-01-04 02:42:13"	"Five environmental issues to watch in 2014"	"Here is a look at five environmental issues that will make headlines in 2014."	""	""
89570	"en_CAN_starca_int"	"2014-01-04 02:42:13"	"Pope Francis warns priests can become “little monsters” without proper training"	"Seminarians’ time studying must be used to mould hearts, as well as minds, pontiff says."	"VAT"	""
89741	"en_CAN_starca_int"	"2014-01-04 03:42:13"	"Big finish for Great Train robber"	"Ronnie Biggs, the British criminal who helped commit the “Great Train Robbery” of 1963, was given a colorful gangster style funeral in London on Friday."	""	""
89742	"en_CAN_starca_int"	"2014-01-04 03:42:13"	"Winter storm kill at least 13 in U.S."	"Homeowners and motorists dug out across the snow-blanketed U.S. Northeast on Friday under extreme-cold conditions. At least 13 deaths were blamed on the storm."	""	""
89743	"en_CAN_starca_int"	"2014-01-04 03:42:13"	"Britain warned of severe flooding, strong winds"	"Wales, southwest England and Northern Ireland are regions worst hit by the storm."	"GBR"	""
90000	"en_CAN_starca_int"	"2014-01-04 04:42:12"	"Phil Everly of the Everly Brothers dies at 74"	"Phil Everly, who with his brother, Don, made up the most revered vocal duo of the rock-music era, their exquisite harmonies profoundly influencing the Beatles, the Beach Boys, the Byrds and countless younger-generation rock, folk and country singers, died Friday in Burbank, Calif."	""	""
90001	"en_CAN_starca_int"	"2014-01-04 04:42:12"	"Chinese icebreaker involved in Antarctic rescue also trapped in ice"	"Australian icebreaker Aurora Australis halted on journey toward open water after concerns Chinese vessel the Snow Dragon could need help itself."	"CHN"	""
92812	"en_CAN_starca_int"	"2014-01-04 19:42:09"	"Kerry cites progress in Mideast peace talks, says hard work ahead"	"U.S. Secretary of State John Kerry on Saturday cited progress on the Mideast peace process, yet acknowledged that some of the most intractable disputes between Israelis and Palestinians were unsolved after more than 20 rounds of negotiations."	""	""
92813	"en_CAN_starca_int"	"2014-01-04 19:42:09"	"Barbara Bush, 88, discharged from Houston hospital"	"Former first lady Barbara Bush has been discharged from a Texas hospital where she spent nearly a week being treated for pneumonia."	""	""
92992	"en_CAN_starca_int"	"2014-01-04 20:42:10"	"Putin backs off Sochi demonstrations ban"	"Russian President Vladimir Putin has rescinded a blanket ban on demonstrations in and around the Winter Olympics and Paralympics in Sochi."	"RUS"	""
93166	"en_CAN_starca_int"	"2014-01-04 21:42:11"	"Historic freeze could break Midwest temp records"	"It has been decades since parts of the Midwest experienced a deep freeze like the one expected to arrive Sunday, with potential record-low temperatures heightening fears of frostbite and hypothermia — even in a region where bundling up is second nature."	""	""
93167	"en_CAN_starca_int"	"2014-01-04 21:42:11"	"Syrian warplanes bomb hills inside Lebanon, 10 Syrians wounded"	"Syrian warplanes bombed on Wednesday a barren range of Lebanese hills used by Syrian rebels and refugees to cross between the two countries, wounding at least 10 Syrians who were rushed to hospital in a nearby Lebanese town, Beirut’s state-run National News Agency said."	"SYR"	""
93167	"en_CAN_starca_int"	"2014-01-04 21:42:11"	"Syrian warplanes bomb hills inside Lebanon, 10 Syrians wounded"	"Syrian warplanes bombed on Wednesday a barren range of Lebanese hills used by Syrian rebels and refugees to cross between the two countries, wounding at least 10 Syrians who were rushed to hospital in a nearby Lebanese town, Beirut’s state-run National News Agency said."	"LBN"	""
93698	"en_CAN_starca_int"	"2014-01-05 00:42:12"	"Bangladesh election: Bloody clashes mar run-up to vote"	"Legitimacy of election undermined by opposition, allies boycotting Sunday’s vote."	"BGD"	""
93699	"en_CAN_starca_int"	"2014-01-05 00:42:12"	"Phil and Don Everly pioneered rock harmony — and feuding brothers"	"Everly Brothers, who will blend their voices no more, were the wellspring of rock harmony. Simon & Garfunkel — and the Beatles — are unimaginable without them."	""	""
93904	"en_CAN_starca_int"	"2014-01-05 01:42:11"	"Historic freeze could break Midwest temp records"	"The deep freeze headed to the U.S. Midwest has been seen for decades, with a threat of frostbite and hypothermia."	""	""
94067	"en_CAN_starca_int"	"2014-01-05 02:42:11"	"Before Malala there was Asma Jahangir"	"Lahore lawyer has spent more than three decades — and time in jail and under house arrest — fighting against extremism, radical Islam, dictators and the sometimes “stone-age” inclinations of her turbulent nation."	""	""
94068	"en_CAN_starca_int"	"2014-01-05 02:42:11"	"Small plane makes emergency landing on Bronx highway"	"A small plane makes an emergency landing on an interstate highway in New York City, startling drivers but touching down safely."	""	""
94269	"en_CAN_starca_int"	"2014-01-05 03:42:11"	"Historic freeze could break Midwest temp records"	"The deep freeze headed to the U.S. Midwest hasn't been seen for decades, with a threat of frostbite and hypothermia."	""	""
94545	"en_CAN_starca_int"	"2014-01-05 05:42:10"	"Bangladesh election: Bloody clashes mar run-up to vote"	"Activists stab an election official to death and torch over 100 polling stations in a bid to disrupt general elections Sunday."	"BGD"	""
94742	"en_CAN_starca_int"	"2014-01-05 06:42:10"	"Fallujah city centre falls to Al Qaeda-linked insurgents"	"People of Fallujah are prisoners of the militants, Arabic broadcaster says."	"IRQ"	""
96116	"en_CAN_starca_int"	"2014-01-05 14:42:11"	"China’s young are following in Jack Kerouac’s footsteps"	"Chafing under social expectations, they fantasize about travelling to exotic places and leaving work or school far behind."	"CHN"	""
96328	"en_CAN_starca_int"	"2014-01-05 15:42:12"	"Pope to travel to Holy Land amid new U.S. push for Israeli-Palestinian peace"	"Pope Francis announced Sunday that he would travel to Israel, the West Bank and Jordan on May 24-26, his first visit to the Holy Land and one that comes amid a new U.S. push for peace between Israel and the Palestinians."	"VAT"	""
96328	"en_CAN_starca_int"	"2014-01-05 15:42:12"	"Pope to travel to Holy Land amid new U.S. push for Israeli-Palestinian peace"	"Pope Francis announced Sunday that he would travel to Israel, the West Bank and Jordan on May 24-26, his first visit to the Holy Land and one that comes amid a new U.S. push for peace between Israel and the Palestinians."	"ISR"	""
96328	"en_CAN_starca_int"	"2014-01-05 15:42:12"	"Pope to travel to Holy Land amid new U.S. push for Israeli-Palestinian peace"	"Pope Francis announced Sunday that he would travel to Israel, the West Bank and Jordan on May 24-26, his first visit to the Holy Land and one that comes amid a new U.S. push for peace between Israel and the Palestinians."	"PSE"	""
96329	"en_CAN_starca_int"	"2014-01-05 15:42:12"	"Building under construction collapses in India; 15 reported killed"	"Rescuers using backhoes and shovels searched for survivors Sunday under a massive pile of broken concrete and dust that was left when a residential building under construction collapsed in southern India, killing at least 15 workers."	"IND"	""
96330	"en_CAN_starca_int"	"2014-01-05 15:42:12"	"The winter before World War I: Ebook Q&A"	"Journalist Hamida Ghafour’s Q&A on her Toronto Star Ebook, ‘The Winter Before the War.’"	""	""
96331	"en_CAN_starca_int"	"2014-01-05 15:42:12"	"Syria. Iraq. Honduras? Louise Arbour’s deadly predictions for 2014"	"The wars and trouble spots to watch out for this year, according to the president of the International Crisis Group."	"SYR"	""
96331	"en_CAN_starca_int"	"2014-01-05 15:42:12"	"Syria. Iraq. Honduras? Louise Arbour’s deadly predictions for 2014"	"The wars and trouble spots to watch out for this year, according to the president of the International Crisis Group."	"HND"	""
96331	"en_CAN_starca_int"	"2014-01-05 15:42:12"	"Syria. Iraq. Honduras? Louise Arbour’s deadly predictions for 2014"	"The wars and trouble spots to watch out for this year, according to the president of the International Crisis Group."	"IRQ"	""
96522	"en_CAN_starca_int"	"2014-01-05 16:42:12"	"First real peace talks begin after weeks of violence in South Sudan"	"Two warring factions from South Sudan held direct peace talks on Sunday for the first time since conflict began roiling the country last month, sending hundreds of thousands of people fleeing for safety."	"SSD"	""
96522	"en_CAN_starca_int"	"2014-01-05 16:42:12"	"First real peace talks begin after weeks of violence in South Sudan"	"Two warring factions from South Sudan held direct peace talks on Sunday for the first time since conflict began roiling the country last month, sending hundreds of thousands of people fleeing for safety."	"SDN"	""
97069	"en_CAN_starca_int"	"2014-01-05 19:42:11"	"Huge swaths of the U.S. brace for dangerously cold temperatures"	"Temperatures not seen in years are likely to set records in the coming days across the U.S. Midwest, Northeast and South, creating dangerous travel conditions and prompting church and school closures."	""	""
97070	"en_CAN_starca_int"	"2014-01-05 19:42:11"	"Michael Schumacher: French prosecutor seeks possible video of ski accident that critically injured F1 star"	"A French state prosecutor said Sunday he wants to obtain an alleged mobile-phone video of a skiing accident that critically injured Formula One legend Michael Schumacher."	"FRA"	""
97071	"en_CAN_starca_int"	"2014-01-05 19:42:11"	"Heavy U.S. icebreaker sets off to rescue two ice-bound ships in Antarctica"	"A U.S. Coast Guard heavy icebreaker left Australia for Antarctica on Sunday to rescue more than 120 crew members aboard two icebreakers trapped in pack ice near the frozen continent's eastern edge, officials said."	""	""
97248	"en_CAN_starca_int"	"2014-01-05 20:42:04"	"Cache of weapons found at Prague embassy where Palestinian ambassador was killed"	"The deputy Palestinian foreign minister denied the weapons were illegal."	"CZE"	""
97248	"en_CAN_starca_int"	"2014-01-05 20:42:04"	"Cache of weapons found at Prague embassy where Palestinian ambassador was killed"	"The deputy Palestinian foreign minister denied the weapons were illegal."	"PSE"	""
97714	"en_CAN_starca_int"	"2014-01-05 22:42:09"	"Ted Cruz ‘looking forward’ to finishing process to renounce Canadian citizenship"	"The citizenship issue is a thorny one for Ted Cruz, since some conservatives accused President Barack Obama of being born in Kenya rather than Hawaii."	"CAN"	""
97715	"en_CAN_starca_int"	"2014-01-05 22:42:09"	"‘We never expected such an election:’ Polling stations torched, protesters killed in Bangladesh"	"Prime Minister Sheikh Hasina’s refusal to heed opposition demands to step down and appoint a neutral caretaker to oversee the election led to the boycott."	"BGD"	""
97999	"en_CAN_starca_int"	"2014-01-05 23:42:09"	"World War I: Why it’s still worth reading about"	"Journalist Hamida Ghafour explains what compelled her to write the Toronto Star ebook, The Winter Before the War."	""	""
98273	"en_CAN_starca_int"	"2014-01-06 00:42:09"	"Aspen airport plane crash leaves 1 dead, 2 injured"	"Three people were aboard the mid-sized plane when it crashed on landing Sunday in Colorado, authorities said."	""	""
98499	"en_CAN_starca_int"	"2014-01-06 01:42:09"	"Bangladesh election: At least 18 killed, polling stations torched"	"Prime Minister Sheikh Hasina’s refusal to heed opposition demands to step down and appoint a neutral caretaker to oversee the election led to the opposition boycott."	"BGD"	""
98668	"en_CAN_starca_int"	"2014-01-06 02:42:10"	"Parents find their missing son after seeing his photo in a newspaper"	"Nicholas Simmons’ family members have been reunited with him in a Washington D.C. hospital."	""	""
98975	"en_CAN_starca_int"	"2014-01-06 04:45:24"	"Utah gun maker turns down $15M deal with Pakistan over security concerns"	"Mike Davis, sales manager at Utah-based Desert Tech, said the company was on a short list for a contract with Pakistan, but spurned the opportunity because of unrest in Pakistan and ethical concerns."	"PAK"	""
98975	"en_CAN_starca_int"	"2014-01-06 04:45:24"	"Utah gun maker turns down $15M deal with Pakistan over security concerns"	"Mike Davis, sales manager at Utah-based Desert Tech, said the company was on a short list for a contract with Pakistan, but spurned the opportunity because of unrest in Pakistan and ethical concerns."	"USA"	""
98976	"en_CAN_starca_int"	"2014-01-06 04:45:24"	"'We never expected such an election:' Polling stations torched, protesters killed in Bangladesh"	"Prime Minister Sheikh Hasina’s refusal to heed opposition demands to step down and appoint a neutral caretaker to oversee the election led to the opposition boycott."	"BGD"	""
99701	"en_CAN_starca_int"	"2014-01-06 06:45:23"	"‘We never expected such an election’: Bangladesh polling stations torched, protesters killed"	"At least 18 people killed in election-related violence as opposition stages strikes and boycotts vote."	"BGD"	""
99702	"en_CAN_starca_int"	"2014-01-06 06:45:23"	"South Sudan factions hold direct peace talks in Ethiopia"	"Negotiations between representatives of President Salva Kiir and former vice-president Riek Machar come after weeks of violence that has killed 1,000 people."	"ETH"	""
99702	"en_CAN_starca_int"	"2014-01-06 06:45:23"	"South Sudan factions hold direct peace talks in Ethiopia"	"Negotiations between representatives of President Salva Kiir and former vice-president Riek Machar come after weeks of violence that has killed 1,000 people."	"SDN"	""
99702	"en_CAN_starca_int"	"2014-01-06 06:45:23"	"South Sudan factions hold direct peace talks in Ethiopia"	"Negotiations between representatives of President Salva Kiir and former vice-president Riek Machar come after weeks of violence that has killed 1,000 people."	"SSD"	""
101907	"en_CAN_starca_int"	"2014-01-06 14:45:19"	"‘Polar vortex’ pushes dangerous cold into U.S. Midwest; Indianapolis makes driving illegal"	"For a big chunk of the Midwest, the extremely cold temperatures were moving in behind another winter wallop."	""	""
101908	"en_CAN_starca_int"	"2014-01-06 14:45:19"	"Man faces jail time for slapping crying toddler on airplane"	""	""	""
101909	"en_CAN_starca_int"	"2014-01-06 14:45:19"	"When good fences can make bad neighbours"	"From the walls of Jericho to the Berlin Wall, humans have been constructing barriers for millennia. The problem is, they don't work."	""	""
101910	"en_CAN_starca_int"	"2014-01-06 14:45:19"	"Angela Merkel fractures pelvis while skiing"	"The German chancellor suffered what she first thought was just a bruise to her left rear pelvic area while cross-country skiing"	"DEU"	""
101911	"en_CAN_starca_int"	"2014-01-06 14:45:19"	"Church money bails out U.S. priest who won appeal in child abuse scandal"	"Monsignor William Lynn was staying at an undisclosed location in Philadelphia."	""	""
102589	"en_CAN_starca_int"	"2014-01-06 16:45:18"	"How a bitter rivalry between two women fuelled Bangladesh’s deadly election"	"Political gridlock plunges Bangladesh deeper into turmoil and economic stagnation, and could lead to more violence."	"BGD"	""
102917	"en_CAN_starca_int"	"2014-01-06 17:45:17"	"Finishing schools, no longer just for princesses"	"Last Swiss finishing school, bending to economic reality and social change, is accepting men. And there’s a growing challenge from rival institutes in fast-developing countries."	""	""
103641	"en_CAN_starca_int"	"2014-01-06 19:45:16"	"Monster waves slam into U.K.; coastal homes evacuated"	"The Met Office, Britain’s weather forecasting body, warned of wind gusts up to 113km/h."	""	""
103642	"en_CAN_starca_int"	"2014-01-06 19:45:16"	"Liz Cheney abandons her troubled effort to seek Senate seat"	"Liz Cheney cited “serious health issues” that “have recently arisen in our family” as the reason for her decision."	""	""
103643	"en_CAN_starca_int"	"2014-01-06 19:45:16"	"‘Jihad Jane’ jailed for 10 years for terror plot"	""	""	""
104613	"en_CAN_starca_int"	"2014-01-06 22:45:16"	"French minister allows ban on show of comic seen as anti-Semitic"	"French comedian Dieudonne M’Bala M’Bala popularized a hand gesture that has been criticized as an ""inverted Nazi salute."""	"FRA"	""
104991	"en_CAN_starca_int"	"2014-01-06 23:45:16"	"Report offers options to prevent Asian carp from attacking Great Lakes"	"Report from U.S. Army Corps of Engineers offers eight plans to keep species from migrating between the Great Lakes and Mississippi basin."	""	""
104992	"en_CAN_starca_int"	"2014-01-06 23:45:16"	"Man gets 8 months in jail for slapping crying toddler on plane"	"An Idaho man was sentenced to eight months in prison Monday for slapping a toddler on an Atlanta-bound jet last year, a tougher than expected punishment."	""	""
105316	"en_CAN_starca_int"	"2014-01-07 00:45:15"	"China destroys illegal ivory in sign of growing concern about elephant poaching"	"Move shows growing concern about the black market trade in ivory in the world’s biggest market for elephant tusks, wildlife groups say."	"CHN"	""
105512	"en_CAN_starca_int"	"2014-01-07 01:45:16"	"Is global warming a myth?"	"A single winter cold air outbreak doesn’t negate the reality of global warming, climatologist says, as cold snap provides fodder for deniers."	""	""
109138	"en_CAN_starca_int"	"2014-01-07 14:45:12"	"Naked man freed from washing machine with olive oil; ‘It was a bit like a birthing’"	"The man decided to climb into the top-loader to have a bit of fun."	""	""
109139	"en_CAN_starca_int"	"2014-01-07 14:45:12"	"Employees hold bosses captive at troubled tire factory"	"The plant, which Goodyear has tried to sell or shutter for five years, has become an emblem of France’s labour issues"	""	""
109140	"en_CAN_starca_int"	"2014-01-07 14:45:12"	"Canadian journalist held in notorious Egypt jail in crackdown on Muslim Brotherhood"	"A Canadian journalist detained in Egypt has been held for over a week inside a maximum security prison wing with no sunlight or bed for 24 hours a day, allowed out only for interrogation."	"EGY"	""
109140	"en_CAN_starca_int"	"2014-01-07 14:45:12"	"Canadian journalist held in notorious Egypt jail in crackdown on Muslim Brotherhood"	"A Canadian journalist detained in Egypt has been held for over a week inside a maximum security prison wing with no sunlight or bed for 24 hours a day, allowed out only for interrogation."	"CAN"	""
109499	"en_CAN_starca_int"	"2014-01-07 15:43:46"	"Employees hold bosses captive for second day at troubled tire factory"	"The plant, which Goodyear has tried to sell or shutter for five years, has become an emblem of France’s labour issues"	""	""
109539	"en_CAN_starca_int"	"2014-01-07 15:45:13"	"Man sentenced to death, 2 others to life in prison for selling dirty cooking oil in China"	"A court in Jinan city in eastern Shandong province also sentenced seven other defendants in the case to five to 15 years in prison."	"CHN"	""
110708	"en_CAN_starca_int"	"2014-01-07 18:45:12"	"Syrian Al Qaeda group pleads with rebel comrades to halt infighting"	"The rare recording by Abu Mohammed al-Golani, the head of the extremist Nusra Front, underscored the seriousness of the clashes"	"SYR"	""
111112	"en_CAN_starca_int"	"2014-01-07 19:43:45"	"Afghan girl, 10, says brother tried to use her as suicide bomber in failed attack on police"	"Border police in southern Helmand province arrested the girl’s father and were searching for the brother"	"AFG"	""
111520	"en_CAN_starca_int"	"2014-01-07 20:43:45"	"Spain’s Princess Cristina charged with tax fraud, money laundering"	""	"ESP"	""
111553	"en_CAN_starca_int"	"2014-01-07 20:45:12"	"Former Miss Venezuela Monica Spear slain resisting robbery"	""	"VEN"	""
111554	"en_CAN_starca_int"	"2014-01-07 20:45:12"	"Captive Goodyear bosses freed; union members outraged"	"The plant, which Goodyear has tried to sell or shutter for five years, has become an emblem of France’s labour issues"	""	""
111867	"en_CAN_starca_int"	"2014-01-07 21:45:12"	"It’s so cold in the U.S. an escapee prisoner turned himself in because of the arctic air"	"Authorities say the inmate escaped from a minimum security facility in Kentucky, but turned himself in as temperatures plummeted."	""	""
111868	"en_CAN_starca_int"	"2014-01-07 21:45:12"	"Natural disasters cost $134 billion in 2013, report says"	"Typhoon Haiyan was costliest catastrophe worldwide in terms of deaths, while flooding in Alberta and storms in Europe took severe financial toll."	""	""
112215	"en_CAN_starca_int"	"2014-01-07 22:45:11"	"Mexico detains 2 Canadian women in attack on government office"	"Mexico City police have detained two Canadians in connection with a firebomb attack on a government transportation department office and a car dealership."	"CAN"	""
112215	"en_CAN_starca_int"	"2014-01-07 22:45:11"	"Mexico detains 2 Canadian women in attack on government office"	"Mexico City police have detained two Canadians in connection with a firebomb attack on a government transportation department office and a car dealership."	"MEX"	""
